Name,Volume,Price
Grahams fine tawny port,                      750 ml,"Ksh 4,000"
Grahams fine ruby port,                      750 ml,"Ksh 4,000"
Simonsig shiraz,                      750 ml,"Ksh 4,000"
Porto cruz special reserve,                      750 ml,"Ksh 4,000"
Tommasi valipolicella,                      750 ml,"Ksh 4,000"
Boschendal 1685 sauvignon blanc,                      750 ml,"Ksh 4,000"
Tommasi poggio al tufo rompicollo,                      750 ml,"Ksh 4,000"
Tommasi poggio al tufo vermentino,                      750 ml,"Ksh 4,000"
Canti prosecco,                      750 ml,"Ksh 4,000"
Trumpeter reserve malbec,                      750 ml,"Ksh 4,000"
Tommasi poggio al tufo cabernet sauvignon,                      750 ml,"Ksh 4,000"
Sandeman founders reserve,                      750 ml,"Ksh 4,000"
Cavatina rose prosecco,                      750 ml,"Ksh 4,000"
Cavatina moscato prosecco,                      750 ml,"Ksh 4,000"
Boschendal 1685 merlot,                      750 ml,"Ksh 4,000"
Boschendal sommelier pinotage,                      750 ml,"Ksh 4,000"
Kanonkop kadette pinotage,                      750 ml,"Ksh 4,099"
Bodega Coleccion Privada Malbec,                      750 ml,"Ksh 4,199"
Matua summit pinot noir,                      750 ml,"Ksh 4,499"
Zonin prosecco extra brut,                      750 ml,"Ksh 4,499"
Boschendal elgin chardonnay,                      750 ml,"Ksh 4,500"
Simonsig cabernet sauvignon,                      750 ml,"Ksh 4,500"
Campo viejo rioja temparanillo,                      750 ml,"Ksh 4,500"
Kenwood pinot noir,                      750 ml,"Ksh 4,520"
Domaine bousquet malbec organic,                      750 ml,"Ksh 4,699"
Waterford sauvignon blanc,                      750 ml,"Ksh 4,699"
Overmeer sweet rose cask,                      5 litres,"Ksh 4,999"
Fonseca porto late bottle vintage unfiltered,                      750 ml,"Ksh 4,999"
Namaqua sweet rose cask,                      5 litres,"Ksh 4,999"
Antica formula carpano,                      750 ml,"Ksh 4,999"
Overmeer white dry cask,                      5 litres,"Ksh 4,999"
Kwv the mentors chenin blanc,                      750 ml,"Ksh 4,999"
Kwv the mentors grenache blanc,                      750 ml,"Ksh 4,999"
Namaqua white dry cask,                      5 litres,"Ksh 4,999"
Tommasi casisano rosso di montalcino,                      750 ml,"Ksh 4,999"
4th street rose' cask,                      5 litres,"Ksh 4,999"
Barton and guestier chablis chardonnay,                      750 ml,"Ksh 4,999"
Ama la vida red cask,                      5 litres,"Ksh 4,999"
Ama la vida white cask,                      5 litres,"Ksh 4,999"
Namaqua white sweet cask,                      5 litres,"Ksh 4,999"
Drostdy-hof premier grand cru white dry cask,                      5 litres,"Ksh 4,999"
Cellar cask white sweet cask,                      5 litres,"Ksh 4,999"
Brancott estate pinot noir,                      750 ml,"Ksh 4,999"
Villa roca valpolicella,                      750 ml,"Ksh 4,999"
Overmeer red dry cask,                      5 litres,"Ksh 4,999"
Namaqua dry red cask,                      5 litres,"Ksh 4,999"
Cellar cask red sweet cask,                      5 litres,"Ksh 4,999"
Sweet lips rose cask,                      5 litres,"Ksh 4,999"
Sweet lips red cask,                      5 litres,"Ksh 4,999"
Sweet lips white cask,                      5 litres,"Ksh 4,999"
Drostdy hof claret select red dry cask,                      5 litres,"Ksh 4,999"
Namaqua red sweet cask,                      5 litres,"Ksh 4,999"
Diemersfontaine pinotage,                      750 ml,"Ksh 4,999"
B&G french tom reserve Bordeaux,                      750 ml,"Ksh 4,999"
4th street red sweet cask,                      5 litres,"Ksh 4,999"
Cockburn's late bottle vintage,                      750 ml,"Ksh 4,999"
Oyster bay merlot,                      750 ml,"Ksh 4,999"
4th street white sweet cask,                      5 litres,"Ksh 4,999"
Barton and guestier cuvee speciale vin blanc,                      750 ml,"Ksh 4,999"
Bottega petalo moscato,                      750 ml,"Ksh 4,999"
Cesari soave classico.,                      750 ml,"Ksh 4,999"
Four cousins sweet white cask,                      5 litres,"Ksh 4,999"
Sandeman late bottle vintage porto,                      750 ml,"Ksh 4,999"
Boschendal Brut,                      750 ml,"Ksh 4,999"
Michael david winery 7 deadly red blend,                      750 ml,"Ksh 4,999"
Cederberg merlot shiraz,                      750 ml,"Ksh 4,999"
Groot constantia sauvignon blanc,                      750 ml,"Ksh 4,999"
Mouton cadet reserve st emilion,                      750 ml,"Ksh 4,999"
Domaine bousquet reserva organic malbec,                      750 ml,"Ksh 4,999"
Astoria valpolicella ripasso,                      750 ml,"Ksh 4,999"
Four cousins natural sweet red cask,                      5 litres,"Ksh 4,999"
Rupert and rothschild classique,                      750 ml,"Ksh 4,999"
Tommassi Bardolino chiaretto rose,                      750 ml,"Ksh 5,000"
Tommasi le prunee merlot,                      750 ml,"Ksh 5,000"
Cockburns special reserve,                      1 litre,"Ksh 5,000"
Tommasi Soave Classico ,                      750 ml,"Ksh 5,000"
Trivento reserve pinot noir,                      750 ml,"Ksh 5,130"
Tommasi rafael valpolicella,                      750 ml,"Ksh 5,299"
Ernie els major series cabernet sauvignon,                      750 ml,"Ksh 5,499"
Georges Duboeuf Fleurie,                      750 ml,"Ksh 5,499"
Tommasi valpolicella ripasso,                      750 ml,"Ksh 5,500"
Bottega gold prosecco,                      750 ml,"Ksh 5,999"
Bottega rose gold prosecco,                      750 ml,"Ksh 5,999"
Bottega white gold prosecco,                      750 ml,"Ksh 5,999"
Simonsig sparkling brut,                      750 ml,"Ksh 5,999"
Carmel & Joseph languedoc rouge,                      750 ml,"Ksh 5,999"
Chateau gravet renaissance,                      750 ml,"Ksh 5,999"
Barton and guestier passeport medoc,                      750 ml,"Ksh 5,999"
Barton and guestier pouilly fuisse chardonnay,                      750 ml,"Ksh 5,999"
Tommasi fiorato recioto della valpolicella classico,                      750 ml,"Ksh 5,999"
Japanese sake junmaishu matsu no hana,                      750 ml,"Ksh 5,999"
Bottega rosso di montalcino,                      750 ml,"Ksh 5,999"
Sopra sasso amarone della valpolicella,                      750 ml,"Ksh 5,999"
Chateau des laurets puisseguin saint emilion,                      750 ml,"Ksh 5,999"
Nederburg heritage heroes the beautiful lady,                      750 ml,"Ksh 5,999"
Rustenberg cabernet sauvignon stellenbosch,                      750 ml,"Ksh 5,999"
Rustenberg stellenbosch merlot,                      750 ml,"Ksh 5,999"
Penfolds max's chardonnay,                      750 ml,"Ksh 5,999"
Cederberg sauvignon blanc,                      750 ml,"Ksh 5,999"
Japanese sake junmaiginjo,                      750 ml,"Ksh 5,999"
Simonsig rose,                      750 ml,"Ksh 5,999"
Grahams late bottled vintage port,                      750 ml,"Ksh 6,000"
Michael david winery freakshow cabernet sauvignon,                      750 ml,"Ksh 6,099"
Oyster bay pinot noir,                      750 ml,"Ksh 6,150"
Cockburn's 10 years,                      750 ml,"Ksh 6,450"
Chateau magnol haut medoc,                      750 ml,"Ksh 6,499"
Calvet chateauneuf du pape,                      750 ml,"Ksh 6,499"
Cesari recioto della valpolicella doc classico,                      500 ml,"Ksh 6,499"
La fiole du pape chateauneuf du pape,                      750 ml,"Ksh 6,499"
Chateauneuf du pape chateau fortia,                      750 ml,"Ksh 6,499"
Offley ruby porto reserve gift pack,                      750 ml,"Ksh 6,499"
Brancott estate letter series b sauvignon blanc,                      750 ml,"Ksh 6,499"
Tommasi surani dionysos primitivo,                      750 ml,"Ksh 6,500"
Grahams 10 years tawny port,                      750 ml,"Ksh 6,500"
Sensi prosecco,                      750 ml,"Ksh 6,500"
Porto cruz 10 years,                      750 ml,"Ksh 6,540"
Groot constantia pinotage,                      750 ml,"Ksh 6,699"
The chocolate block,                      750 ml,"Ksh 6,999"
Groot constantia shiraz,                      750 ml,"Ksh 6,999"
Barton & guestier quintessence de barton saint julien,                      750 ml,"Ksh 6,999"
Tommasi crearo rosso verona,                      750 ml,"Ksh 6,999"
Barton and guestier quintessence barton,                      750 ml,"Ksh 6,999"
Barton and guestier margaux,                      750 ml,"Ksh 6,999"
Louis max pouilly fuisse,                      750 ml,"Ksh 6,999"
Avondale la luna,                      750 ml,"Ksh 6,999"
Cloud bay pinot noir,                      750 ml,"Ksh 7,120"
Fattori amarone della valpolicella,                      750 ml,"Ksh 7,499"
Tommasi don anselmo aglianico,                      750 ml,"Ksh 7,499"
Amarone cesari 2013,                      750 ml,"Ksh 7,499"
Amarone cesari 2010,                      750 ml,"Ksh 7,499"
Enrico serafino barbaresco,                      750 ml,"Ksh 7,499"
Waterford estate chardonnay stellenbosch,                      750 ml,"Ksh 7,499"
Sandeman tawny port 10 years,                      750 ml,"Ksh 7,500"
Catena alta malbec,                      750 ml,"Ksh 7,500"
Tommasi della valpolicella almadi,                      750 ml,"Ksh 7,500"
Kevin arnord shiraz,                      750 ml,"Ksh 7,899"
Sake hakutsuru,                      1.75 litres,"Ksh 7,999"
Sandeman 10 years gift pack,                      750 ml,"Ksh 7,999"
Rupert and rothschild baroness nadine chardonnay,                      750 ml,"Ksh 7,999"
Almadi amarone della valpolicella classico,                      750 ml,"Ksh 7,999"
Mouton cadet reserve sauternes,                      750 ml,"Ksh 7,999"
Mouton cader reserve medoc,                      750 ml,"Ksh 7,999"
Chateau tour des termes saint estephe,                      750 ml,"Ksh 7,999"
Amarone valpolicella delibori classico,                      750 ml,"Ksh 8,000"
Just roberto amarone della valpolicella,                      750 ml,"Ksh 8,499"
Ripasso bosan cesari,                      750 ml,"Ksh 8,499"
Mauro cosecha red,                      750 ml,"Ksh 8,999"
Penfolds bin 128 shiraz,                      750 ml,"Ksh 8,999"
Tre fattori barolo,                      750 ml,"Ksh 8,999"
Bottega brunello di montalcino,                      750 ml,"Ksh 8,999"
Bottega amarone valpolicella,                      750 ml,"Ksh 8,999"
Chateau le coteau margaux,                      750 ml,"Ksh 9,499"
Tommasi amarone,                      750 ml,"Ksh 9,999"
Kanonkop estate wine pinotage,                      750 ml,"Ksh 9,999"
Cantina di castelnuovo del garda amarone della valpolicella,                      750 ml,"Ksh 9,999"
Lenotti amarone della valpolicella classico,                      750 ml,"Ksh 9,999"
Tommasi casisano brunello di montalcino,                      750 ml,"Ksh 9,999"
Kanonkop estate wine cabernet sauvignon,                      750 ml,"Ksh 10,299"
Cesari IL bosco amarone della valpolicella classico,                      750 ml,"Ksh 10,499"
Fonseca porto 20 years old tawny,                      750 ml,"Ksh 12,999"
Waterford estate stellabosch cabernet sauvignon,                      750 ml,"Ksh 12,999"
Grahams 20 years tawny port,                      750 ml,"Ksh 12,999"
Rupert and rothschild baron edmond,                      750 ml,"Ksh 13,999"
Penfolds bin 389 cabernet shiraz,                      750 ml,"Ksh 14,499"
Michael david winery rapture red,                      750 ml,"Ksh 14,999"
Catena Nicasia Vineyard Malbec,                      750 ml,"Ksh 15,500"
Tommasi - Ca' Florian Amarone Riserva,                      750 ml,"Ksh 15,999"
Catena zapata adrianna vineyard fortuna terrae malbec,                      750 ml,"Ksh 15,999"
Familia torres mas la plana,                      750 ml,"Ksh 16,499"
Scala Dei Catoixa,                      750 ml,"Ksh 16,999"
Tommasi casisano colombaiolo brunello,                      750 ml,"Ksh 17,999"
Ernie els signature stellenbosch,                      750 ml,"Ksh 17,999"
Bottega stardust spumante,                      750 ml,"Ksh 19,999"
Grahams 30 years,                      750 ml,"Ksh 24,999"
Louis max pinot noir,                      750 ml,"Ksh 24,999"
Taylors port 30 years,                      750 ml,"Ksh 28,000"
Kuromatsu hakushika junmai daiginjo sake,                      1.5 litre,"Ksh 34,999"
Waterford estate the jem,                      750 ml,"Ksh 37,999"
Flirt vodka green apple,                      750 ml,"Ksh 1,400"
Flirt vodka golden apple,                      750 ml,"Ksh 1,400"
Flirt vodka orange,                      750 ml,"Ksh 1,400"
Flirt vodka,                      750 ml,"Ksh 1,400"
White mischief vodka,                      750 ml,"Ksh 1,500"
Flirt vodka orange,                      1 litre,"Ksh 1,600"
Neon coffee,                      750 ml,"Ksh 1,600"
Flirt vodka golden apple,                      1 litre,"Ksh 1,600"
Neon pineapple,                      750 ml,"Ksh 1,600"
Neon lemon,                      750 ml,"Ksh 1,600"
Flirt vodka green apple,                      1 litre,"Ksh 1,600"
Flirt vodka,                      1 litre,"Ksh 1,600"
Vodka 360 double chocolate,                      750 ml,"Ksh 1,700"
Vodka 360 huckleberry,                      750 ml,"Ksh 1,700"
Magic moments,                      750 ml,"Ksh 1,700"
Vodka 360 madagascar  vanilla,                      750 ml,"Ksh 1,700"
Vodka 360 mandarin orange,                      750 ml,"Ksh 1,700"
Bols vodka,                      750 ml,"Ksh 1,999"
KGB vodka classic,                      750 ml,"Ksh 2,000"
KGB vodka caramel liqueur,                      750 ml,"Ksh 2,000"
Cruz vintage black,                      750 ml,"Ksh 2,000"
Seagram's vodka,                      750 ml,"Ksh 2,000"
KGB vodka limon,                      750 ml,"Ksh 2,000"
Cruz candy and vodka infusion,                      750 ml,"Ksh 2,000"
Smirnoff vodka red,                      750 ml,"Ksh 2,199"
Smirnoff vanilla,                      750 ml,"Ksh 2,200"
Smirnoff green apple,                      750 ml,"Ksh 2,200"
Smirnoff citrus,                      750 ml,"Ksh 2,200"
Smirnoff orange,                      750 ml,"Ksh 2,200"
Smirnoff blue,                      750 ml,"Ksh 2,200"
Smirnoff raspberry,                      750 ml,"Ksh 2,200"
Skyy passion,                      750 ml,"Ksh 2,399"
Skyy raspberry,                      750 ml,"Ksh 2,399"
Skyy grape,                      750 ml,"Ksh 2,399"
Skyy ginger,                      750 ml,"Ksh 2,399"
Skyy dragon fruit,                      750 ml,"Ksh 2,399"
Skyy cherry,                      750 ml,"Ksh 2,399"
Skyy vodka,                      750 ml,"Ksh 2,399"
Skyy blood orange,                      750 ml,"Ksh 2,399"
Skyy coconut,                      750 ml,"Ksh 2,399"
Flirt vodka green apple,                      1.5 litre,"Ksh 2,400"
Flirt vodka golden apple,                      1.5 litre,"Ksh 2,400"
Flirt vodka,                      1.5 litre,"Ksh 2,400"
Flirt vodka orange,                      1.5 litre,"Ksh 2,400"
Russian bear vodka,                      750 ml,"Ksh 2,499"
Medoff classic,                      750 ml,"Ksh 2,499"
Smirnoff espresso,                      750 ml,"Ksh 2,499"
Smirnoff gold,                      750 ml,"Ksh 2,499"
Smirnoff vodka red,                      1 litre,"Ksh 2,499"
Smirnoff green apple,                      1 litre,"Ksh 2,500"
Smirnoff raspberry,                      1 litre,"Ksh 2,500"
Smirnoff blue,                      1 litre,"Ksh 2,500"
Smirnoff citrus,                      1 litre,"Ksh 2,500"
Smirnoff orange,                      1 litre,"Ksh 2,500"
Skyy vodka,                      1 litre,"Ksh 2,798"
Skyy coconut,                      1 litre,"Ksh 2,799"
Skyy passion,                      1 litre,"Ksh 2,799"
Skyy cherry,                      1 litre,"Ksh 2,799"
Skyy dragon fruit,                      1 litre,"Ksh 2,799"
Skyy ginger,                      1 litre,"Ksh 2,799"
Skyy grape,                      1 litre,"Ksh 2,799"
Skyy raspberry,                      1 litre,"Ksh 2,799"
Smirnoff espresso,                      1 litre,"Ksh 2,799"
Skyy blood orange,                      1 litre,"Ksh 2,799"
Finlandia grapefruit,                      750 ml,"Ksh 2,999"
Finlandia blackcurrant,                      750 ml,"Ksh 2,999"
Kamasutra Vodka,                      500 ml,"Ksh 2,999"
Absolut vanila,                      750 ml,"Ksh 2,999"
Absolut watkins,                      750 ml,"Ksh 2,999"
Absolut vodka,                      750 ml,"Ksh 2,999"
Zubrowka bison grass,                      1 litre,"Ksh 2,999"
Kozak,                      750 ml,"Ksh 2,999"
Absolut peppar,                      750 ml,"Ksh 2,999"
Absolut mango,                      750 ml,"Ksh 2,999"
Absolut mandrin,                      750 ml,"Ksh 2,999"
Absolut kurant,                      750 ml,"Ksh 2,999"
Absolut citron,                      750 ml,"Ksh 2,999"
Stolichnaya,                      750 ml,"Ksh 2,999"
Absolut pears,                      750 ml,"Ksh 2,999"
Finlandia vodka original,                      750 ml,"Ksh 2,999"
Jj whitley rhubarb vodka,                      750 ml,"Ksh 2,999"
Finlandia mango,                      750 ml,"Ksh 2,999"
Absolut ruby red,                      750 ml,"Ksh 2,999"
Smirnoff 100,                      750 ml,"Ksh 2,999"
Absolut raspberry,                      750 ml,"Ksh 2,999"
Ketel one citroen,                      750 ml,"Ksh 3,000"
Danzka vodka apple,                      750 ml,"Ksh 3,490"
The buck vodka,                      1 litre,"Ksh 3,490"
Absolut pears,                      1 litre,"Ksh 3,499"
Absolut raspberry,                      1 litre,"Ksh 3,499"
Finlandia grapefruit,                      1 litre,"Ksh 3,499"
Rada Premium Classic,                      700 ml,"Ksh 3,499"
Absolut Extrakt,                      750 ml,"Ksh 3,499"
Absolut ruby red,                      1 litre,"Ksh 3,499"
Absolut peppar,                      1 litre,"Ksh 3,499"
Absolut mandrin,                      1 litre,"Ksh 3,499"
Absolut kurant,                      1 litre,"Ksh 3,499"
Absolut citron,                      1 litre,"Ksh 3,499"
Finlandia mango,                      1 litre,"Ksh 3,499"
Firestarter vodka,                      750 ml,"Ksh 3,499"
Finlandia vodka original,                      1 litre,"Ksh 3,499"
Finlandia blackcurrant,                      1 litre,"Ksh 3,499"
Absolut exposure,                      750 ml,"Ksh 3,499"
Absolut vodka,                      1 litre,"Ksh 3,499"
Absolut lime,                      750 ml,"Ksh 3,499"
Absolut watkins,                      1 litre,"Ksh 3,499"
Absolut vanila,                      1 litre,"Ksh 3,499"
Smirnoff blueberry,                      1 litre,"Ksh 3,499"
Smirnoff black,                      1 litre,"Ksh 3,500"
Invincible vodka,                      1.5 litre,"Ksh 3,500"
Absolut mango,                      1 litre,"Ksh 3,999"
Stolichnaya cucumber,                      1 litre,"Ksh 3,999"
Bufalov french sugar free vodka,                      1 litre,"Ksh 3,999"
Russian standard vodka,                      750 ml,"Ksh 3,999"
42 below pure vodka,                      750 ml,"Ksh 3,999"
Stolichnaya gold vodka,                      750 ml,"Ksh 3,999"
Jj whitley potatoe vodka,                      750 ml,"Ksh 3,999"
Titos handmade vodka,                      750 ml,"Ksh 3,999"
Old cock caramel vodka,                      750 ml,"Ksh 3,999"
Bottega pure grain vodka,                      750 ml,"Ksh 3,999"
42 below pure vodka,                      1 litre,"Ksh 4,499"
Ketel one,                      750 ml,"Ksh 4,499"
Russian standard vodka,                      1 litre,"Ksh 4,499"
Ketel one botanical peach & orange blossom,                      750 ml,"Ksh 4,999"
Titos handmade vodka,                      1 litre,"Ksh 4,999"
Ketel one botanical cucumber & mint,                      750 ml,"Ksh 4,999"
Russian standard vodka platinum,                      1 litre,"Ksh 5,499"
Grey goose,                      1 litre,"Ksh 5,499"
Russian standard vodka lyubavi special edition,                      1 litre,"Ksh 5,499"
Russian standard vodka hermitage special edition,                      1 litre,"Ksh 5,499"
Medea vodka,                      1 litre,"Ksh 5,500"
Imperia russian standard vodka,                      1 litre,"Ksh 5,990"
Ciroc peach,                      750 ml,"Ksh 5,999"
Potato chopin vodka,                      750 ml,"Ksh 5,999"
Skyy 90 vodka,                      1 litre,"Ksh 5,999"
Haku vodka,                      1 litre,"Ksh 5,999"
Ciroc red berry,                      750 ml,"Ksh 5,999"
Ciroc pineapple,                      750 ml,"Ksh 5,999"
Ciroc coconut,                      750 ml,"Ksh 5,999"
Ciroc snap frost,                      750 ml,"Ksh 5,999"
Royal dragon superior russian vodka elite,                      750 ml,"Ksh 5,999"
Roberto cavali vodka,                      750 ml,"Ksh 5,999"
Smirnoff gold apple,                      1 litre,"Ksh 5,999"
Ciroc blue steel,                      750 ml,"Ksh 5,999"
Belvedere blood mary,                      750 ml,"Ksh 6,000"
Belvedere pink grape fruit,                      750 ml,"Ksh 6,000"
Belvedere citrus,                      750 ml,"Ksh 6,000"
Belvedere orange,                      750 ml,"Ksh 6,000"
Hapsburg absinthe classic 72.5,                      500 ml,"Ksh 6,499"
Hapsburg absinthe blue cassis 89.9,                      500 ml,"Ksh 6,499"
Hapsburg absinthe original 89.9,                      500 ml,"Ksh 6,499"
Hapsburg absinthe black fruit 89.9,                      500 ml,"Ksh 6,499"
Hapsburg absinthe black fruit 53.5,                      500 ml,"Ksh 6,499"
Crystal head vodka,                      750 ml,"Ksh 6,499"
Grey Goose Le Citron,                      750 ml,"Ksh 6,499"
Tanqueray sterling vodka,                      750 ml,"Ksh 6,499"
Hapsburg absinthe red fruit 89.9,                      500 ml,"Ksh 6,499"
Finlandia platinum,                      1 litre,"Ksh 6,990"
Smirnoff black label vodka,                      1 litre,"Ksh 6,999"
Grey goose la orange,                      750 ml,"Ksh 6,999"
Ciroc peach,                      1 litre,"Ksh 6,999"
Grey goose la poir,                      750 ml,"Ksh 6,999"
Grey goose cherry noir,                      750 ml,"Ksh 6,999"
Ciroc summer watermelon,                      1 litre,"Ksh 6,999"
Grey goose la melon,                      750 ml,"Ksh 6,999"
Uluvuka vodka,                      750 ml,"Ksh 6,999"
Ciroc pineapple,                      1 litre,"Ksh 6,999"
Belvedere,                      1 litre,"Ksh 6,999"
Ciroc snap frost,                      1 litre,"Ksh 6,999"
Ciroc coconut,                      1 litre,"Ksh 6,999"
Ciroc red berry,                      1 litre,"Ksh 6,999"
Ciroc blue steel,                      1 litre,"Ksh 6,999"
Belvedere blood mary,                      1 litre,"Ksh 7,000"
Grey goose riviera limited edition,                      750 ml,"Ksh 7,499"
Ciroc limited edition pomegranate,                      700 ml,"Ksh 7,499"
Absolut level,                      750 ml,"Ksh 7,499"
Beluga transatlantic racing vodka,                      750 ml,"Ksh 7,499"
Absolut elyx,                      1 litre,"Ksh 7,500"
Beluga noble russian,                      750 ml,"Ksh 7,999"
42 below,                      1 litre,"Ksh 7,999"
Belvedere single estate lake bartezek,                      1 litre,"Ksh 7,999"
Belvedere smogory forest,                      1 litre,"Ksh 7,999"
Grey goose watermelon & basil,                      750 ml,"Ksh 7,999"
Belvedere citrus,                      1 litre,"Ksh 8,000"
Russian schick,                      750 ml,"Ksh 8,999"
The botanist islay london dry gin,                      1 litre,"Ksh 9,993"
Belvedere Intense,                      1 litre,"Ksh 9,999"
Beluga celebration,                      700 ml,"Ksh 9,999"
Roberto cavali rosemary,                      700 ml,"Ksh 9,999"
Crystal head vodka,                      1 litre,"Ksh 9,999"
Eiko,                      700 ml,"Ksh 9,999"
Uluvuka vodka,                      1 litre,"Ksh 10,000"
Roberto cavali vodka,                      1 litre,"Ksh 10,000"
Belvedere lemon tea,                      1 litre,"Ksh 10,000"
Stolichnaya elit,                      700 ml,"Ksh 12,999"
Grey goose,                      1.5 litre,"Ksh 13,000"
Diamond vodka,                      750 ml,"Ksh 14,000"
Ciroc snap frost,                      3 litres,"Ksh 18,000"
Beluga gold line,                      750 ml,"Ksh 18,000"
Wuliangye,                      500 ml,"Ksh 24,999"
Grey goose vx,                      1 litre,"Ksh 24,999"
Grey goose,                      3 litres,"Ksh 25,000"
Red Army Vodka,                      1 litre,"Ksh 34,999"
Desperados can,                      6 pack,"Ksh 1,499"
Smirnoff black ice,                      6 pack,"Ksh 1,499"
Carlsberg bottle,                      6 pack,"Ksh 1,499"
Tuborg,                      6 pack,"Ksh 1,499"
Snapp can,                      6 pack,"Ksh 1,499"
Hunters dry,                      6 pack,"Ksh 1,499"
Hunters gold,                      6 pack,"Ksh 1,499"
Sikera apple cider,                      6 pack,"Ksh 1,499"
Budweiser beer can,                      6 pack,"Ksh 1,799"
Guinness Smooth,                      6 pack,"Ksh 1,799"
Karibrew craft beer,                      6 pack,"Ksh 1,799"
Carlsberg can,                      6 pack,"Ksh 1,799"
Bavalia black,                      6 pack,"Ksh 1,799"
OJ 8.5,                      6 pack,"Ksh 1,800"
Bacardi breezer watermelon,                      6 pack,"Ksh 1,999"
Bacardi breezer peach,                      6 pack,"Ksh 1,999"
Bacardi breezer pineapple,                      6 pack,"Ksh 1,999"
Guinness hop house,                      6 pack,"Ksh 1,999"
Guinness,                      6 pack,"Ksh 1,999"
Tusker cider,                      6 pack,"Ksh 1,999"
Pilsner,                      6 pack,"Ksh 1,999"
Heineken Zero,                      6 pack,"Ksh 1,999"
Snapp,                      6 pack,"Ksh 1,999"
Smirnoff ice double black with guarana,                      6 pack,"Ksh 1,999"
Bavaria zero,                      6 pack,"Ksh 1,999"
Bacardi breezer lime,                      6 pack,"Ksh 1,999"
Balozi,                      6 pack,"Ksh 2,399"
Kenya Original ginger and lime,                      6 pack,"Ksh 2,400"
Golden rump craft beer,                      6 pack,"Ksh 2,400"
Bavaria original,                      6 pack,"Ksh 2,400"
Ko cider,                      6 pack,"Ksh 2,400"
Savanna dry,                      6 pack,"Ksh 2,400"
Heineken bottle,                      6 pack,"Ksh 2,400"
OJ 16,                      6 pack,"Ksh 2,400"
SandTrap IPA craft beer,                      6 pack,"Ksh 2,400"
Tusker lite,                      6 pack,"Ksh 2,400"
Tusker lager,                      6 pack,"Ksh 2,400"
White cap,                      6 pack,"Ksh 2,400"
Heineken can,                      6 pack,"Ksh 2,400"
Tusker malt,                      6 pack,"Ksh 2,400"
Faxe 10,                      6 pack,"Ksh 2,499"
Desperados bottle,                      6 pack,"Ksh 2,499"
Atlas 10,                      6 pack,"Ksh 2,499"
Atlas 16,                      6 pack,"Ksh 2,499"
Atlas 12,                      6 pack,"Ksh 2,500"
Corona,                      6 pack,"Ksh 2,999"
Jack daniel's apple tonic,                      6 pack,"Ksh 3,600"
Jack daniel's honey lemonade,                      6 pack,"Ksh 3,600"
Heineken 5 litres,                      5 litres,"Ksh 6,000"
Viceroy,                      750 ml,"Ksh 1,700"
Richot,                      750 ml,"Ksh 1,800"
Kwv 3 years,                      750 ml,"Ksh 1,800"
Bardinet vsop,                      750 ml,"Ksh 1,998"
Don  montego,                      750 ml,"Ksh 1,999"
Jp chenet xo brandy,                      750 ml,"Ksh 2,000"
Beehive vsop brandy,                      1 litre,"Ksh 2,399"
St remy vsop,                      700 ml,"Ksh 2,489"
Beehive honey brandy,                      1 litre,"Ksh 2,499"
Arak haddad silver label,                      750 ml,"Ksh 2,499"
Fundador solera reserva,                      1 litre,"Ksh 2,499"
Kwv 5 years,                      750 ml,"Ksh 2,800"
Torres 5 Years Solera Reserva,                      750 ml,"Ksh 2,889"
Three barrels honey,                      750 ml,"Ksh 2,999"
St rhys french napoleon brandy,                      750 ml,"Ksh 2,999"
St remy vsop,                      1 litre,"Ksh 2,999"
Three barrels vsop,                      1 litre,"Ksh 2,999"
Kyron brandy,                      750 ml,"Ksh 3,000"
St remy xo,                      700 ml,"Ksh 3,480"
Grappa alexander biologica organic,                      750 ml,"Ksh 3,499"
Carlos III brandy,                      1 litre,"Ksh 3,499"
Raynal vsop,                      1 litre,"Ksh 3,999"
Efe fresh grapes raki gift pack,                      750 ml,"Ksh 3,999"
Bottega latte macchiato,                      500 ml,"Ksh 3,999"
St remy reserve privee,                      1 litre,"Ksh 3,999"
Cles de ducs vs armagnac,                      700 ml,"Ksh 3,999"
Arak haddad golden eagle,                      750 ml,"Ksh 4,000"
Viceroy 10 years,                      750 ml,"Ksh 4,000"
Arak touma,                      500 ml,"Ksh 4,499"
Blo nardini aquavite bassano,                      700 ml,"Ksh 4,499"
Efe fresh grapes raki,                      1 litre,"Ksh 4,499"
Arak mechaalany,                      700 ml,"Ksh 4,499"
Carre dumoine arak,                      750 ml,"Ksh 4,499"
Metaxa 5 Star,                      1 litre,"Ksh 4,699"
Grappa moscato alexander bottega,                      750 ml,"Ksh 4,999"
Arak haddad crystal,                      750 ml,"Ksh 4,999"
Yeni Raki,                      750 ml,"Ksh 4,999"
Calvados papidoux fine vs,                      750 ml,"Ksh 4,999"
Berneroy fine calvados,                      750 ml,"Ksh 4,999"
Bardinet xo french brandy,                      700 ml,"Ksh 5,000"
Kwv 10 years,                      750 ml,"Ksh 5,000"
Schladerer milde williamsbirne pear brandy,                      750 ml,"Ksh 5,299"
Grappa reserva barricata,                      750 ml,"Ksh 5,499"
Metaxa 7 Star,                      1 litre,"Ksh 5,500"
Bottega grappa uve chardonnay,                      750 ml,"Ksh 5,999"
J dupeyron napoleon armagnac vieille fine,                      1 litre,"Ksh 5,999"
